,Company Name,Use,Country,Description,Url,Email,Founders,Found Date,t1,t2,t3,t4,t5,t6,t7
826,Systems," CRM, Government, Information Technology, Software",United States,"Headquartered in Atlanta, Ga., VeriStor Systems is a Solutions Architecture firm specializing exclusively in enterprise data storage,", www.veristor.com ,info@veristor.com,—,2001,—,—,—,—,—,—,—
827,ConsultADD," Consulting, Information Technology, Management Consulting, Management Information Systems, Software",United States,ConsultAdd Inc is leading provider of Information Technology consulting and business process services., www.consultadd.com ,hello@consultadd.com,1,"Jan 13, 2011",—,—,—,—,—,—,—
828,ITPro.TV," Education, Information Technology, Training",United States,ITProTV blends entertaining engagement and education to help prepare IT Pros for IT Skills & Certs by creating.effective content daily., www.itpro.tv ,info@itpro.tv,2,"Nov 1, 2012",—,—,—,—,—,—,—
829,Admin," Education, Information Technology, Software",United States,Team with the singular goal of creating the most powerful & easy-to-use school admission and enrollment software available today., schooladmin.com ,—,—,2009,"Feb 19, 2019",—,—,—,—,—,—
830,Childhood," CRM, Education, Information Technology, Toys",United States,Hatch provides technology and instructional solutions to Early Childhood Education sites around the United States., www.hatchearlylearning.com ,socialmedia@hatchearlychildhood.com,—,1984,—,—,—,—,—,—,—
831,AcademicLabs," Communities, EdTech, Higher Education, Information Technology, Internet, Life Science, Search Engine, Social Network",Belgium,AcademicLabs to enhance collaborations between Japanese and European scientific ecosystems., www.academiclabs.co ,info@academiclabs.co,1,"Nov 23, 2015",—,—,—,—,—,—,—
832,Communications," Cyber Security, Information Services, Information Technology, Network Security",United States,Beacon Communications is a full-service crucial communications and security solutions provider., www.beaconcom.com/ ,—,—,1998,—,—,—,—,—,—,—
833,EasyBib," Education, Information Services, Information Technology",United States,"EasyBib, an information literacy platform, provides citation, note taking and research tools to help users become organized researchers.", www.easybib.com ,—,2,"Feb 1, 2011",—,—,—,—,—,—,—
834,Caelum," Education, Information Technology, Training",Brazil,"Caelum provides instructor led and online trainings (through alura.com.br) in tech, with more than 22k online students", www.caelum.com.br/ ,contato@caelum.com.br,1,2004,—,—,—,—,—,—,—
835,MOVEHA," Education, Information Technology, Internet, Rental",United States,"Moveha is a remote rental website for international students, we help student to reserve a place before they come over to study in the U.S.", www.moveha.com ,tiffany@moveha.com,1,"May 6, 2013",—,—,—,—,—,—,—
836,Augthat!," Education, Information Technology, Mobile",United States,Bringing Lessons To Life through Augmented Reality, augthat.com/ ,lisa@augthat.com,1,"Mar 1, 2013",—,—,—,—,—,—,—
837,Altmetric," Education, Information Technology, Social Media",United Kingdom,"I measure the attention that scientific articles receive from social media, mainstream media sources and the grey literature.", www.altmetric.com ,info@altmetric.com,1,2011,—,—,—,—,—,—,—
838,Monitor," CRM, Education, Information Technology, Software",United Kingdom,"Classroom Monitor was designed to streamline and simplify the way schools record, track and manage pupil assessment data", www.classroommonitor.co.uk/ ,—,1,2004,"Jan 15, 2020",—,—,—,—,—,—
839,Vengreso," Advertising, B2B, Consulting, E-Commerce, Information Technology, Marketing, Sales, Social Media, Training",United States,"Vengreso is the only full spectrum service provider of digital sales transformation, enabling marketing and sales alignment.", vengreso.com ,bernie@vengreso.com,4,2007,—,—,—,—,—,—,—
840,zipBoard," Developer Tools, Digital Marketing, EdTech, Information Technology, Internet, Productivity Tools, Software, UX Design, Web Design, Web Development",Canada,zipBoard is a bug tracking and visual feedback tool that offers designers take screenshots and assign tasks., www.zipboard.co ,support@zipboard.co,3,Jan 2016,—,—,—,—,—,—,—
841,Arvizio," Artificial Intelligence, Information Services, Information Technology, Software",Canada,mixed reality (AR & MR) tech to enhance your business & enable you to tackle challenging problems via shared experience., www.arvizio.io ,info@arvizio.io,—,"Oct 1, 2016",—,—,—,—,—,—,—
842,Technologies," Education, Information Technology, Service Industry",United States,"Established in 1998, Column Technologies is a privately-held, global technology solutions provider.", www.columnit.com ,info@columnit.com,—,1998,—,—,—,—,—,—,—
843,Artbees," Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Storage, Information Technology, Private Cloud, Software, Software Engineering",United Kingdom,UK's leading creative company who develops intelligent applications that meet specific business challenges for your industry., artbees.co.uk ,info@artbees.co.uk,4,"Dec 8, 2016",—,—,—,—,—,—,—
844,Clouddemy," Education, Information Technology",Mexico,E-learning + Online Employment (Udemy + Monster), www.clouddemy.com/ ,gerencia@clouddemy.com,2,2014,—,—,—,—,—,—,—
845,ViaTech," Education, Information Technology, Software, Training",United States,"ViaTech Software & Manufacturing Services that Optimize the Way People Create, Distribute, and Consume Information.
", www.viatechpub.com/ ,—,—,1995,—,—,—,—,—,—,—
846,Gamigen," Information Services, Information Technology, Mobile, Software, Training",United States,"GamiGen, applies game-based techniques and philosophies to create highly engaging, immersive learning programs.", www.gamigen.com/ ,admin@gamigen.com,—,2011,—,2019,—,—,—,—,—
847,Institute," Education, Information Technology, Marketplace",United States,NTT Innovation Institute accelerates the transformation of innovative technology ideas from the lab into marketplace reality., www.ntti3.com/ ,events@ntti3.com,—,2013,—,—,—,—,—,—,—
848,iDashboards," Information Services, Information Technology, Software",United States,"iDashboards is a data visualization company that offers customizable dashboard solutions to education, healthcare, and logistics.", www.idashboards.com ,info1@idashboards.com,—,2003,—,—,—,—,—,—,—
849,Jadu," Information Technology, Software, Web Design, Web Development",United Kingdom,Jadu is a leading global provider of Web Experience Management software and Digital Services, www.jadu.net/ ,info@jadu.net,—,2001,—,—,—,—,—,—,—
850,Education," Education, Information Technology, Software",France,Index Education specializes in the publishing and development of school management software for schools and colleges., www.index-education.com ,info@index-education.fr,1,"Jan 14, 1992",—,—,—,—,—,—,—
851,NewVector," Education, Human Resources, Information Technology, Staffing Agency",United States,NewVector learning solutions are helping leading IT and engineering staffing firms make more placements faster., newvectorgroup.com/ ,info@newvectorgroup.com,—,2013,—,—,—,—,—,—,—
852,Group," Education, Information Technology, Internet, Online Portals",United Kingdom,"Aluminati Network Group provide online services and platforms to unite alumni, student and member networks.", www.aluminati.net/ ,info@aluminati.net,1,2003,—,—,—,—,—,—,—
853,Internacional," Information Technology, Software, Training",Spain,"Danysoft provides software & services dedicated to database, application development, network monitoring & system management solutions.", www.danysoft.com ,info@danysoft.com,—,"Jan 1, 1992",—,—,—,—,—,—,—
854,Meet2Talk," Apps, Information Technology, Language Learning",Denmark,"Meet2Talk you find members near you, who would like to swap languages. You learn their language, and they learn yours.", www.meet2talk.com/ ,info@meet2talk.com,—,2013,—,—,—,—,—,—,—
855,Media," Education, Information Technology, Social Media, Telecommunications",United Kingdom,"Helping the industry network, learn and grow", www.informatandm.com ,itmevents@informa.com,—,1988,—,—,—,—,—,—,—
856,MedClinik," Education, Health Care, Information Technology",France,ehealth start up specialized in digital interactive and intelligent solutions for health  education and disease management, www.tavieadherence.com ,info@tavieadherence.com,—,"Oct 15, 2015",—,—,—,—,—,—,—
857,WPensar," E-Learning, Education, Information Services, Information Technology, Software, Training",Brazil,"WPensar provides computerized systems for managing educational, administrative, and financial institutions.", wpensar.com.br ,suporte@wpensar.com.br,—,2011,—,—,—,—,—,—,—
858,Nunsys," Cyber Security, Information Technology, Training",Spain,NUNSYS is a company specialized in the Implementation of Integral Technology Solutions., nunsys.com ,info@nunsys.com,—,"Jan 1, 2007",—,—,—,—,—,—,—
859,Frakton," Enterprise Software, Information Technology, Internet, Software",Serbia,A software development company specialized in building custom web and mobile apps., frakton.com/ ,info@frakton.com,3,2007,—,—,—,—,—,—,—
